target_end_date,value,type,quantile,forecast_date,target,location
2020-12-04,106.49696196833678,quantile,0.050,2020-11-20,14 day ahead inc hosp,25
2020-12-04,116.20516599635027,quantile,0.100,2020-11-20,14 day ahead inc hosp,25
2020-12-04,123.12022989616295,quantile,0.150,2020-11-20,14 day ahead inc hosp,25
2020-12-04,128.83258305082686,quantile,0.200,2020-11-20,14 day ahead inc hosp,25
2020-12-04,133.88971393430828,quantile,0.250,2020-11-20,14 day ahead inc hosp,25
2020-12-04,138.5567481213479,quantile,0.300,2020-11-20,14 day ahead inc hosp,25
2020-12-04,142.98938219172535,quantile,0.350,2020-11-20,14 day ahead inc hosp,25
2020-12-04,147.2930565779571,quantile,0.400,2020-11-20,14 day ahead inc hosp,25
2020-12-04,151.5486737265308,quantile,0.450,2020-11-20,14 day ahead inc hosp,25
2020-12-04,155.82620327756456,quantile,0.500,2020-11-20,14 day ahead inc hosp,25
2020-12-04,158.6733730895211,point,NA,2020-11-20,14 day ahead inc hosp,25
2020-12-04,160.19365157985357,quantile,0.550,2020-11-20,14 day ahead inc hosp,25
2020-12-04,164.7248516752405,quantile,0.600,2020-11-20,14 day ahead inc hosp,25
2020-12-04,169.50853727845018,quantile,0.650,2020-11-20,14 day ahead inc hosp,25
2020-12-04,174.66179702834654,quantile,0.700,2020-11-20,14 day ahead inc hosp,25
2020-12-04,180.3538532782897,quantile,0.750,2020-11-20,14 day ahead inc hosp,25
2020-12-04,186.85472406723775,quantile,0.800,2020-11-20,14 day ahead inc hosp,25
2020-12-04,194.65233796301936,quantile,0.850,2020-11-20,14 day ahead inc hosp,25
2020-12-04,204.80727402148963,quantile,0.900,2020-11-20,14 day ahead inc hosp,25
2020-12-04,220.58288335614395,quantile,0.950,2020-11-20,14 day ahead inc hosp,25
2020-12-04,234.9888924188166,quantile,0.975,2020-11-20,14 day ahead inc hosp,25
2020-12-04,252.61352211692738,quantile,0.990,2020-11-20,14 day ahead inc hosp,25
2020-12-05,90.08857920373946,quantile,0.010,2020-11-20,15 day ahead inc hosp,25
2020-12-05,98.93111315679872,quantile,0.025,2020-11-20,15 day ahead inc hosp,25
2020-12-05,107.0434040062137,quantile,0.050,2020-11-20,15 day ahead inc hosp,25
2020-12-05,117.00442021950644,quantile,0.100,2020-11-20,15 day ahead inc hosp,25
2020-12-05,124.10714102662978,quantile,0.150,2020-11-20,15 day ahead inc hosp,25
2020-12-05,129.97891186997091,quantile,0.200,2020-11-20,15 day ahead inc hosp,25
2020-12-05,135.18030796276065,quantile,0.250,2020-11-20,15 day ahead inc hosp,25
2020-12-05,139.98296560295415,quantile,0.300,2020-11-20,15 day ahead inc hosp,25
2020-12-05,144.54652833788273,quantile,0.350,2020-11-20,15 day ahead inc hosp,25
2020-12-05,148.97921915915117,quantile,0.400,2020-11-20,15 day ahead inc hosp,25
2020-12-05,153.36418295194915,quantile,0.450,2020-11-20,15 day ahead inc hosp,25
2020-12-05,157.77343774766925,quantile,0.500,2020-11-20,15 day ahead inc hosp,25
2020-12-05,160.76246275669595,point,NA,2020-11-20,15 day ahead inc hosp,25
2020-12-05,162.27709136518214,quantile,0.550,2020-11-20,15 day ahead inc hosp,25
2020-12-05,166.95136897032208,quantile,0.600,2020-11-20,15 day ahead inc hosp,25
2020-12-05,171.88798872288143,quantile,0.650,2020-11-20,15 day ahead inc hosp,25
2020-12-05,177.20808702959917,quantile,0.700,2020-11-20,15 day ahead inc hosp,25
2020-12-05,183.08685133461753,quantile,0.750,2020-11-20,15 day ahead inc hosp,25
2020-12-05,189.80395208920322,quantile,0.800,2020-11-20,15 day ahead inc hosp,25
2020-12-05,197.8649510485814,quantile,0.850,2020-11-20,15 day ahead inc hosp,25
2020-12-05,208.3691375609568,quantile,0.900,2020-11-20,15 day ahead inc hosp,25
2020-12-05,224.70037387568064,quantile,0.950,2020-11-20,15 day ahead inc hosp,25
2020-12-05,239.62661957897868,quantile,0.975,2020-11-20,15 day ahead inc hosp,25
2020-12-05,257.9030125561827,quantile,0.990,2020-11-20,15 day ahead inc hosp,25
2020-12-06,90.26004876997058,quantile,0.010,2020-11-20,16 day ahead inc hosp,25
2020-12-06,99.30360825265318,quantile,0.025,2020-11-20,16 day ahead inc hosp,25
2020-12-06,107.61082775073453,quantile,0.050,2020-11-20,16 day ahead inc hosp,25
2020-12-06,117.82353682895094,quantile,0.100,2020-11-20,16 day ahead inc hosp,25
2020-12-06,125.1132948346769,quantile,0.150,2020-11-20,16 day ahead inc hosp,25
2020-12-06,131.1440798573104,quantile,0.200,2020-11-20,16 day ahead inc hosp,25
2020-12-06,136.48946395634377,quantile,0.250,2020-11-20,16 day ahead inc hosp,25
2020-12-06,141.42755457625873,quantile,0.300,2020-11-20,16 day ahead inc hosp,25
2020-12-06,146.12192206795575,quantile,0.350,2020-11-20,16 day ahead inc hosp,25
2020-12-06,150.6835612111505,quantile,0.400,2020-11-20,16 day ahead inc hosp,25
2020-12-06,155.19785398630063,quantile,0.450,2020-11-20,16 day ahead inc hosp,25
2020-12-06,159.7388652205133,quantile,0.500,2020-11-20,16 day ahead inc hosp,25
2020-12-06,162.8713419101311,point,NA,2020-11-20,16 day ahead inc hosp,25
2020-12-06,164.37880576918383,quantile,0.550,2020-11-20,16 day ahead inc hosp,25
2020-12-06,169.1962977845849,quantile,0.600,2020-11-20,16 day ahead inc hosp,25
2020-12-06,174.2860528938156,quantile,0.650,2020-11-20,16 day ahead inc hosp,25
2020-12-06,179.77327041796767,quantile,0.700,2020-11-20,16 day ahead inc hosp,25
2020-12-06,185.83912827384515,quantile,0.750,2020-11-20,16 day ahead inc hosp,25
2020-12-06,192.772994054572,quantile,0.800,2020-11-20,16 day ahead inc hosp,25
2020-12-06,201.09814984800005,quantile,0.850,2020-11-20,16 day ahead inc hosp,25
2020-12-06,211.9527980327961,quantile,0.900,2020-11-20,16 day ahead inc hosp,25
2020-12-06,228.84198682413938,quantile,0.950,2020-11-20,16 day ahead inc hosp,25
2020-12-06,244.29104251982764,quantile,0.975,2020-11-20,16 day ahead inc hosp,25
2020-12-06,263.22289991486883,quantile,0.990,2020-11-20,16 day ahead inc hosp,25
2020-12-07,90.45381653927443,quantile,0.010,2020-11-20,17 day ahead inc hosp,25
2020-12-07,99.697141392701,quantile,0.025,2020-11-20,17 day ahead inc hosp,25
2020-12-07,108.19834005195318,quantile,0.050,2020-11-20,17 day ahead inc hosp,25
2020-12-07,118.66183940089186,quantile,0.100,2020-11-20,17 day ahead inc hosp,25
2020-12-07,126.13816312692484,quantile,0.150,2020-11-20,17 day ahead inc hosp,25
2020-12-07,132.3276776718854,quantile,0.200,2020-11-20,17 day ahead inc hosp,25
2020-12-07,137.81687521713437,quantile,0.250,2020-11-20,17 day ahead inc hosp,25
2020-12-07,142.89030101504466,quantile,0.300,2020-11-20,17 day ahead inc hosp,25
2020-12-07,147.71543561891838,quantile,0.350,2020-11-20,17 day ahead inc hosp,25
2020-12-07,152.40603714836166,quantile,0.400,2020-11-20,17 day ahead inc hosp,25
2020-12-07,157.04972102913788,quantile,0.450,2020-11-20,17 day ahead inc hosp,25
2020-12-07,161.72259866283022,quantile,0.500,2020-11-20,17 day ahead inc hosp,25
2020-12-07,165.0001306728846,point,NA,2020-11-20,17 day ahead inc hosp,25
2020-12-07,166.49898675177852,quantile,0.550,2020-11-20,17 day ahead inc hosp,25
2020-12-07,171.45991055573307,quantile,0.600,2020-11-20,17 day ahead inc hosp,25
2020-12-07,176.70308561274777,quantile,0.650,2020-11-20,17 day ahead inc hosp,25
2020-12-07,182.35779108901198,quantile,0.700,2020-11-20,17 day ahead inc hosp,25
2020-12-07,188.61122323863563,quantile,0.750,2020-11-20,17 day ahead inc hosp,25
2020-12-07,195.76249537568393,quantile,0.800,2020-11-20,17 day ahead inc hosp,25
2020-12-07,204.35270386251483,quantile,0.850,2020-11-20,17 day ahead inc hosp,25
2020-12-07,215.5591813007333,quantile,0.900,2020-11-20,17 day ahead inc hosp,25
2020-12-07,233.00888000799586,quantile,0.950,2020-11-20,17 day ahead inc hosp,25
2020-12-07,248.98352009362955,quantile,0.975,2020-11-20,17 day ahead inc hosp,25
2020-12-07,268.57477623813236,quantile,0.990,2020-11-20,17 day ahead inc hosp,25
2020-12-08,90.66872994139639,quantile,0.010,2020-11-20,18 day ahead inc hosp,25
2020-12-08,100.11074976094235,quantile,0.025,2020-11-20,18 day ahead inc hosp,25
2020-12-08,108.80514468169469,quantile,0.050,2020-11-20,18 day ahead inc hosp,25
2020-12-08,119.51872728711776,quantile,0.100,2020-11-20,18 day ahead inc hosp,25
2020-12-08,127.18127913857818,quantile,0.150,2020-11-20,18 day ahead inc hosp,25
2020-12-08,133.5293459622357,quantile,0.200,2020-11-20,18 day ahead inc hosp,25
2020-12-08,139.16227520215386,quantile,0.250,2020-11-20,18 day ahead inc hosp,25
2020-12-08,144.3710222031937,quantile,0.300,2020-11-20,18 day ahead inc hosp,25
2020-12-08,149.32696433317633,quantile,0.350,2020-11-20,18 day ahead inc hosp,25
2020-12-08,154.14661669958113,quantile,0.400,2020-11-20,18 day ahead inc hosp,25
2020-12-08,158.91982605306075,quantile,0.450,2020-11-20,18 day ahead inc hosp,25
2020-12-08,163.72475139099433,quantile,0.500,2020-11-20,18 day ahead inc hosp,25
2020-12-08,167.14894951746652,point,NA,2020-11-20,18 day ahead inc hosp,25
2020-12-08,168.63781919912032,quantile,0.550,2020-11-20,18 day ahead inc hosp,25
2020-12-08,173.7424651063624,quantile,0.600,2020-11-20,18 day ahead inc hosp,25
2020-12-08,179.1394202950228,quantile,0.650,2020-11-20,18 day ahead inc hosp,25
2020-12-08,184.9620623274749,quantile,0.700,2020-11-20,18 day ahead inc hosp,25
2020-12-08,191.4036359159891,quantile,0.750,2020-11-20,18 day ahead inc hosp,25
2020-12-08,198.77305217466076,quantile,0.800,2020-11-20,18 day ahead inc hosp,25
2020-12-08,207.62932186406277,quantile,0.850,2020-11-20,18 day ahead inc hosp,25
2020-12-08,219.18913815219537,quantile,0.900,2020-11-20,18 day ahead inc hosp,25
2020-12-08,237.20211501123643,quantile,0.950,2020-11-20,18 day ahead inc hosp,25
2020-12-08,253.7052967299725,quantile,0.975,2020-11-20,18 day ahead inc hosp,25
2020-12-08,273.96009818665925,quantile,0.990,2020-11-20,18 day ahead inc hosp,25
2020-12-09,90.90375437593939,quantile,0.010,2020-11-20,19 day ahead inc hosp,25
2020-12-09,100.54357036107095,quantile,0.025,2020-11-20,19 day ahead inc hosp,25
2020-12-09,109.43052946648288,quantile,0.050,2020-11-20,19 day ahead inc hosp,25
2020-12-09,120.39366557166521,quantile,0.100,2020-11-20,19 day ahead inc hosp,25
2020-12-09,128.242229403167,quantile,0.150,2020-11-20,19 day ahead inc hosp,25
2020-12-09,134.7487687602173,quantile,0.200,2020-11-20,19 day ahead inc hosp,25
2020-12-09,140.52543222677195,quantile,0.250,2020-11-20,19 day ahead inc hosp,25
2020-12-09,145.86956261543935,quantile,0.300,2020-11-20,19 day ahead inc hosp,25
2020-12-09,150.95642363116318,quantile,0.350,2020-11-20,19 day ahead inc hosp,25
2020-12-09,155.9052829172005,quantile,0.400,2020-11-20,19 day ahead inc hosp,25
2020-12-09,160.808217816191,quantile,0.450,2020-11-20,19 day ahead inc hosp,25
2020-12-09,165.74543707102086,quantile,0.500,2020-11-20,19 day ahead inc hosp,25
2020-12-09,169.31791926630004,point,NA,2020-11-20,19 day ahead inc hosp,25
2020-12-09,170.79548191112323,quantile,0.550,2020-11-20,19 day ahead inc hosp,25
2020-12-09,176.04420663475537,quantile,0.600,2020-11-20,19 day ahead inc hosp,25
2020-12-09,181.59537097723967,quantile,0.650,2020-11-20,19 day ahead inc hosp,25
2020-12-09,187.58647092652942,quantile,0.700,2020-11-20,19 day ahead inc hosp,25
2020-12-09,194.21683183383922,quantile,0.750,2020-11-20,19 day ahead inc hosp,25
2020-12-09,201.80521788958978,quantile,0.800,2020-11-20,19 day ahead inc hosp,25
2020-12-09,210.9286600255373,quantile,0.850,2020-11-20,19 day ahead inc hosp,25
2020-12-09,222.8434543416431,quantile,0.900,2020-11-20,19 day ahead inc hosp,25
2020-12-09,241.42267006243068,quantile,0.950,2020-11-20,19 day ahead inc hosp,25
2020-12-09,258.4575177380332,quantile,0.975,2020-11-20,19 day ahead inc hosp,25
2020-12-09,279.3802051505606,quantile,0.990,2020-11-20,19 day ahead inc hosp,25
2020-12-10,91.15795804560545,quantile,0.010,2020-11-20,20 day ahead inc hosp,25
2020-12-10,100.99482720250168,quantile,0.025,2020-11-20,20 day ahead inc hosp,25
2020-12-10,110.07385551193809,quantile,0.050,2020-11-20,20 day ahead inc hosp,25
2020-12-10,121.28617665936504,quantile,0.100,2020-11-20,20 day ahead inc hosp,25
2020-12-10,129.3206469430609,quantile,0.150,2020-11-20,20 day ahead inc hosp,25
2020-12-10,135.98566794786507,quantile,0.200,2020-11-20,20 day ahead inc hosp,25
2020-12-10,141.90614502836263,quantile,0.250,2020-11-20,20 day ahead inc hosp,25
2020-12-10,147.38579046711047,quantile,0.300,2020-11-20,20 day ahead inc hosp,25
2020-12-10,152.60374647558257,quantile,0.350,2020-11-20,20 day ahead inc hosp,25
2020-12-10,157.68203050970402,quantile,0.400,2020-11-20,20 day ahead inc hosp,25
2020-12-10,162.71495103501266,quantile,0.450,2020-11-20,20 day ahead inc hosp,25
2020-12-10,167.78476971856597,quantile,0.500,2020-11-20,20 day ahead inc hosp,25
2020-12-10,171.50716109109925,point,NA,2020-11-20,20 day ahead inc hosp,25
2020-12-10,172.9721484286206,quantile,0.550,2020-11-20,20 day ahead inc hosp,25
2020-12-10,178.36536938238376,quantile,0.600,2020-11-20,20 day ahead inc hosp,25
2020-12-10,184.07123485300897,quantile,0.650,2020-11-20,20 day ahead inc hosp,25
2020-12-10,190.2313806380349,quantile,0.700,2020-11-20,20 day ahead inc hosp,25
2020-12-10,197.0512467973971,quantile,0.750,2020-11-20,20 day ahead inc hosp,25
2020-12-10,204.85950880766137,quantile,0.800,2020-11-20,20 day ahead inc hosp,25
2020-12-10,214.25132873027405,quantile,0.850,2020-11-20,20 day ahead inc hosp,25
2020-12-10,226.52285900202486,quantile,0.900,2020-11-20,20 day ahead inc hosp,25
2020-12-10,245.67145081033325,quantile,0.950,2020-11-20,20 day ahead inc hosp,25
2020-12-10,263.2412421205485,quantile,0.975,2020-11-20,20 day ahead inc hosp,25
2020-12-10,284.83633441612966,quantile,0.990,2020-11-20,20 day ahead inc hosp,25
2020-12-11,91.43049917494574,quantile,0.010,2020-11-20,21 day ahead inc hosp,25
2020-12-11,101.46382050068047,quantile,0.025,2020-11-20,21 day ahead inc hosp,25
2020-12-11,110.7345481203319,quantile,0.050,2020-11-20,21 day ahead inc hosp,25
2020-12-11,122.19583318555526,quantile,0.100,2020-11-20,21 day ahead inc hosp,25
2020-12-11,130.41620552931028,quantile,0.150,2020-11-20,21 day ahead inc hosp,25
2020-12-11,137.23979859303662,quantile,0.200,2020-11-20,21 day ahead inc hosp,25
2020-12-11,143.3042390264658,quantile,0.250,2020-11-20,21 day ahead inc hosp,25
2020-12-11,148.91959480552865,quantile,0.300,2020-11-20,21 day ahead inc hosp,25
2020-12-11,154.2688812337204,quantile,0.350,2020-11-20,21 day ahead inc hosp,25
2020-12-11,159.47686443592696,quantile,0.400,2020-11-20,21 day ahead inc hosp,25
2020-12-11,164.64008568705592,quantile,0.450,2020-11-20,21 day ahead inc hosp,25
2020-12-11,169.84286369892672,quantile,0.500,2020-11-20,21 day ahead inc hosp,25
2020-12-11,173.71679651352903,point,NA,2020-11-20,21 day ahead inc hosp,25
2020-12-11,175.16798773068192,quantile,0.550,2020-11-20,21 day ahead inc hosp,25
2020-12-11,180.70617803964998,quantile,0.600,2020-11-20,21 day ahead inc hosp,25
2020-12-11,186.5672944106409,quantile,0.650,2020-11-20,21 day ahead inc hosp,25
2020-12-11,192.8971350811398,quantile,0.700,2020-11-20,21 day ahead inc hosp,25
2020-12-11,199.90729062898987,quantile,0.750,2020-11-20,21 day ahead inc hosp,25
2020-12-11,207.93640872952483,quantile,0.800,2020-11-20,21 day ahead inc hosp,25
2020-12-11,217.5978983122098,quantile,0.850,2020-11-20,21 day ahead inc hosp,25
2020-12-11,230.2280317350636,quantile,0.900,2020-11-20,21 day ahead inc hosp,25
2020-12-11,249.9492994063295,quantile,0.950,2020-11-20,21 day ahead inc hosp,25
2020-12-11,268.0574533735066,quantile,0.975,2020-11-20,21 day ahead inc hosp,25
2020-12-11,290.3296339470928,quantile,0.990,2020-11-20,21 day ahead inc hosp,25
2020-12-12,91.7206151747754,quantile,0.010,2020-11-20,22 day ahead inc hosp,25
2020-12-12,101.94991752042193,quantile,0.025,2020-11-20,22 day ahead inc hosp,25
2020-12-12,111.4120890893147,quantile,0.050,2020-11-20,22 day ahead inc hosp,25
2020-12-12,123.1222520035828,quantile,0.100,2020-11-20,22 day ahead inc hosp,25
2020-12-12,131.52861481385742,quantile,0.150,2020-11-20,22 day ahead inc hosp,25
2020-12-12,138.51094499383004,quantile,0.200,2020-11-20,22 day ahead inc hosp,25
2020-12-12,144.7195631511825,quantile,0.250,2020-11-20,22 day ahead inc hosp,25
2020-12-12,150.47088304331086,quantile,0.300,2020-11-20,22 day ahead inc hosp,25
2020-12-12,155.95178986452046,quantile,0.350,2020-11-20,22 day ahead inc hosp,25
2020-12-12,161.2897987128717,quantile,0.400,2020-11-20,22 day ahead inc hosp,25
2020-12-12,166.58368641951296,quantile,0.450,2020-11-20,22 day ahead inc hosp,25
2020-12-12,171.91983372704115,quantile,0.500,2020-11-20,22 day ahead inc hosp,25
2020-12-12,175.94694740470305,point,NA,2020-11-20,22 day ahead inc hosp,25
2020-12-12,177.38316482599623,quantile,0.550,2020-11-20,22 day ahead inc hosp,25
2020-12-12,183.0668489380714,quantile,0.600,2020-11-20,22 day ahead inc hosp,25
2020-12-12,189.0838192460698,quantile,0.650,2020-11-20,22 day ahead inc hosp,25
2020-12-12,195.5840602089792,quantile,0.700,2020-11-20,22 day ahead inc hosp,25
2020-12-12,202.78535033966543,quantile,0.750,2020-11-20,22 day ahead inc hosp,25
2020-12-12,211.03637292487113,quantile,0.800,2020-11-20,22 day ahead inc hosp,25
2020-12-12,220.9689039236713,quantile,0.850,2020-11-20,22 day ahead inc hosp,25
2020-12-12,233.95960862375532,quantile,0.900,2020-11-20,22 day ahead inc hosp,25
2020-12-12,254.25700220570792,quantile,0.950,2020-11-20,22 day ahead inc hosp,25
2020-12-12,272.9070686428086,quantile,0.975,2020-11-20,22 day ahead inc hosp,25
2020-12-12,295.86117322019436,quantile,0.990,2020-11-20,22 day ahead inc hosp,25
2020-12-13,92.02761340477424,quantile,0.010,2020-11-20,23 day ahead inc hosp,25
2020-12-13,102.45254476895639,quantile,0.025,2020-11-20,23 day ahead inc hosp,25
2020-12-13,112.1060101453151,quantile,0.050,2020-11-20,23 day ahead inc hosp,25
2020-12-13,124.06508905778854,quantile,0.100,2020-11-20,23 day ahead inc hosp,25
2020-12-13,132.65761617848418,quantile,0.150,2020-11-20,23 day ahead inc hosp,25
2020-12-13,139.79891730534126,quantile,0.200,2020-11-20,23 day ahead inc hosp,25
2020-12-13,146.151987138446,quantile,0.250,2020-11-20,23 day ahead inc hosp,25
2020-12-13,152.03957885475677,quantile,0.300,2020-11-20,23 day ahead inc hosp,25
2020-12-13,157.65244637249975,quantile,0.350,2020-11-20,23 day ahead inc hosp,25
2020-12-13,163.12085539899232,quantile,0.400,2020-11-20,23 day ahead inc hosp,25
2020-12-13,168.5458220448951,quantile,0.450,2020-11-20,23 day ahead inc hosp,25
2020-12-13,174.01579486748798,quantile,0.500,2020-11-20,23 day ahead inc hosp,25
2020-12-13,178.19773598555977,point,NA,2020-11-20,23 day ahead inc hosp,25
2020-12-13,179.61784125721502,quantile,0.550,2020-11-20,23 day ahead inc hosp,25
2020-12-13,185.44759106699502,quantile,0.600,2020-11-20,23 day ahead inc hosp,25
2020-12-13,191.62106760893806,quantile,0.650,2020-11-20,23 day ahead inc hosp,25
2020-12-13,198.29246641228684,quantile,0.700,2020-11-20,23 day ahead inc hosp,25
2020-12-13,205.6857928339208,quantile,0.750,2020-11-20,23 day ahead inc hosp,25
2020-12-13,214.15983150567453,quantile,0.800,2020-11-20,23 day ahead inc hosp,25
2020-12-13,224.364849686427,quantile,0.850,2020-11-20,23 day ahead inc hosp,25
2020-12-13,237.71818735938345,quantile,0.900,2020-11-20,23 day ahead inc hosp,25
2020-12-13,258.5952963342598,quantile,0.950,2020-11-20,23 day ahead inc hosp,25
2020-12-13,277.79094653122115,quantile,0.975,2020-11-20,23 day ahead inc hosp,25
2020-12-13,301.43195246259455,quantile,0.990,2020-11-20,23 day ahead inc hosp,25
2020-12-14,92.35086325752755,quantile,0.010,2020-11-20,24 day ahead inc hosp,25
2020-12-14,102.97118130506449,quantile,0.025,2020-11-20,24 day ahead inc hosp,25
2020-12-14,112.81588731526692,quantile,0.050,2020-11-20,24 day ahead inc hosp,25
2020-12-14,125.0240349887938,quantile,0.100,2020-11-20,24 day ahead inc hosp,25
2020-12-14,133.80297917652533,quantile,0.150,2020-11-20,24 day ahead inc hosp,25
2020-12-14,141.1035486480443,quantile,0.200,2020-11-20,24 day ahead inc hosp,25
2020-12-14,147.60139921142846,quantile,0.250,2020-11-20,24 day ahead inc hosp,25
2020-12-14,153.62562037253213,quantile,0.300,2020-11-20,24 day ahead inc hosp,25
2020-12-14,159.37083548236058,quantile,0.350,2020-11-20,24 day ahead inc hosp,25
2020-12-14,164.97006372260586,quantile,0.400,2020-11-20,24 day ahead inc hosp,25
2020-12-14,170.52656510867732,quantile,0.450,2020-11-20,24 day ahead inc hosp,25
2020-12-14,176.13086253448708,quantile,0.500,2020-11-20,24 day ahead inc hosp,25
2020-12-14,180.4692848264242,point,NA,2020-11-20,24 day ahead inc hosp,25
2020-12-14,181.87217553330828,quantile,0.550,2020-11-20,24 day ahead inc hosp,25
2020-12-14,187.84860694518713,quantile,0.600,2020-11-20,24 day ahead inc hosp,25
2020-12-14,194.1792877279851,quantile,0.650,2020-11-20,24 day ahead inc hosp,25
2020-12-14,201.02265032271256,quantile,0.700,2020-11-20,24 day ahead inc hosp,25
2020-12-14,208.6089672282964,quantile,0.750,2020-11-20,24 day ahead inc hosp,25
2020-12-14,217.30719231781364,quantile,0.800,2020-11-20,24 day ahead inc hosp,25
2020-12-14,227.78621224997502,quantile,0.850,2020-11-20,24 day ahead inc hosp,25
2020-12-14,241.50433163623325,quantile,0.900,2020-11-20,24 day ahead inc hosp,25
2020-12-14,262.96487531655424,quantile,0.950,2020-11-20,24 day ahead inc hosp,25
2020-12-14,282.70989378924327,quantile,0.975,2020-11-20,24 day ahead inc hosp,25
2020-12-14,307.0429105678313,quantile,0.990,2020-11-20,24 day ahead inc hosp,25
2020-12-15,92.68978934192617,quantile,0.010,2020-11-20,25 day ahead inc hosp,25
2020-12-15,103.50535297680767,quantile,0.025,2020-11-20,25 day ahead inc hosp,25
2020-12-15,113.54133607908271,quantile,0.050,2020-11-20,25 day ahead inc hosp,25
2020-12-15,125.99881134814073,quantile,0.100,2020-11-20,25 day ahead inc hosp,25
2020-12-15,134.96449846784196,quantile,0.150,2020-11-20,25 day ahead inc hosp,25
2020-12-15,142.42469261695527,quantile,0.200,2020-11-20,25 day ahead inc hosp,25
2020-12-15,149.0677040832731,quantile,0.250,2020-11-20,25 day ahead inc hosp,25
2020-12-15,155.22895863424867,quantile,0.300,2020-11-20,25 day ahead inc hosp,25
2020-12-15,161.10695149725885,quantile,0.350,2020-11-20,25 day ahead inc hosp,25
2020-12-15,166.8374593310735,quantile,0.400,2020-11-20,25 day ahead inc hosp,25
2020-12-15,172.52599151685095,quantile,0.450,2020-11-20,25 day ahead inc hosp,25
2020-12-15,178.2651524918992,quantile,0.500,2020-11-20,25 day ahead inc hosp,25
2020-12-15,182.76171684748198,point,NA,2020-11-20,25 day ahead inc hosp,25
2020-12-15,184.1463235020115,quantile,0.550,2020-11-20,25 day ahead inc hosp,25
2020-12-15,190.27009337165177,quantile,0.600,2020-11-20,25 day ahead inc hosp,25
2020-12-15,196.75871895277854,quantile,0.650,2020-11-20,25 day ahead inc hosp,25
2020-12-15,203.77489636624225,quantile,0.700,2020-11-20,25 day ahead inc hosp,25
2020-12-15,211.55520684864342,quantile,0.750,2020-11-20,25 day ahead inc hosp,25
2020-12-15,220.47884343190682,quantile,0.800,2020-11-20,25 day ahead inc hosp,25
2020-12-15,231.23344385656875,quantile,0.850,2020-11-20,25 day ahead inc hosp,25
2020-12-15,245.318574936951,quantile,0.900,2020-11-20,25 day ahead inc hosp,25
2020-12-15,267.3663939234626,quantile,0.950,2020-11-20,25 day ahead inc hosp,25
2020-12-15,287.6646710773749,quantile,0.975,2020-11-20,25 day ahead inc hosp,25
2020-12-15,312.69493191241844,quantile,0.990,2020-11-20,25 day ahead inc hosp,25
2020-12-16,93.04386558645234,quantile,0.010,2020-11-20,26 day ahead inc hosp,25
2020-12-16,104.05462743632498,quantile,0.025,2020-11-20,26 day ahead inc hosp,25
2020-12-16,114.28200717551019,quantile,0.050,2020-11-20,26 day ahead inc hosp,25
2020-12-16,126.98916732291208,quantile,0.100,2020-11-20,26 day ahead inc hosp,25
2020-12-16,136.1419911666255,quantile,0.150,2020-11-20,26 day ahead inc hosp,25
2020-12-16,143.7622211262345,quantile,0.200,2020-11-20,26 day ahead inc hosp,25
2020-12-16,150.55082122876766,quantile,0.250,2020-11-20,26 day ahead inc hosp,25
2020-12-16,156.84955623820207,quantile,0.300,2020-11-20,26 day ahead inc hosp,25
2020-12-16,162.8607973107923,quantile,0.350,2020-11-20,26 day ahead inc hosp,25
2020-12-16,168.72308364106644,quantile,0.400,2020-11-20,26 day ahead inc hosp,25
2020-12-16,174.5441802136184,quantile,0.450,2020-11-20,26 day ahead inc hosp,25
2020-12-16,180.41878085322577,quantile,0.500,2020-11-20,26 day ahead inc hosp,25
2020-12-16,185.07515531850368,point,NA,2020-11-20,26 day ahead inc hosp,25
2020-12-16,186.4404386721305,quantile,0.550,2020-11-20,26 day ahead inc hosp,25
2020-12-16,192.7122420753642,quantile,0.600,2020-11-20,26 day ahead inc hosp,25
2020-12-16,199.3595927417255,quantile,0.650,2020-11-20,26 day ahead inc hosp,25
2020-12-16,206.54947810745892,quantile,0.700,2020-11-20,26 day ahead inc hosp,25
2020-12-16,214.52483095844983,quantile,0.750,2020-11-20,26 day ahead inc hosp,25
2020-12-16,223.6751552987094,quantile,0.800,2020-11-20,26 day ahead inc hosp,25
2020-12-16,234.70697499341253,quantile,0.850,2020-11-20,26 day ahead inc hosp,25
2020-12-16,249.1614238079237,quantile,0.900,2020-11-20,26 day ahead inc hosp,25
2020-12-16,271.8004723663032,quantile,0.950,2020-11-20,26 day ahead inc hosp,25
2020-12-16,292.6559979513193,quantile,0.975,2020-11-20,26 day ahead inc hosp,25
2020-12-16,318.38885225255973,quantile,0.990,2020-11-20,26 day ahead inc hosp,25
2020-12-17,93.41261011634606,quantile,0.010,2020-11-20,27 day ahead inc hosp,25
2020-12-17,104.61860980841617,quantile,0.025,2020-11-20,27 day ahead inc hosp,25
2020-12-17,115.03758295774757,quantile,0.050,2020-11-20,27 day ahead inc hosp,25
2020-12-17,127.99487688947465,quantile,0.100,2020-11-20,27 day ahead inc hosp,25
2020-12-17,137.33529453658986,quantile,0.150,2020-11-20,27 day ahead inc hosp,25
2020-12-17,145.11602253605975,quantile,0.200,2020-11-20,27 day ahead inc hosp,25
2020-12-17,152.05068338233346,quantile,0.250,2020-11-20,27 day ahead inc hosp,25
2020-12-17,158.4873861751214,quantile,0.300,2020-11-20,27 day ahead inc hosp,25
